From	To	Species	Gene Name
726508	GB43076	Apis mellifera	protein scarlet(LOC726508)
726509	GB49487	Apis mellifera	protein FRA10AC1(LOC726509)
411088	GB48672	Apis mellifera	probable maleylacetoacetate isomerase 2(LOC411088)
411085	GB48646	Apis mellifera	ADP-ribosylation factor-like protein 2(LOC411085)
411086	GB48639	Apis mellifera	protein jagged-1(LOC411086)
726504	GB41140	Apis mellifera	UPF0609 protein C4orf27(LOC726504)
726505	GB41033	Apis mellifera	facilitated trehalose transporter Tret1-like(LOC726505)
726500	GB40360	Apis mellifera	eukaryotic translation initiation factor 2 subunit 1(LOC726500)
726501	GB52530	Apis mellifera	uroporphyrinogen decarboxylase(LOC726501)
411091	GB50302	Apis mellifera	RNA-binding protein 34-like(LOC411091)
411093	GB50297	Apis mellifera	testis-specific serine/threonine-protein kinase 1(LOC411093)
411090	GB50299	Apis mellifera	tubulin--tyrosine ligase-like protein 12(LOC411090)
411099	GB44658	Apis mellifera	protein yippee-like 1(LOC411099)
411095	GB50304	Apis mellifera	zinc transporter 7(LOC411095)
411019	GB44199	Apis mellifera	neuropilin and tolloid-like protein 2(LOC411019)
725281	GB55316	Apis mellifera	probable malate dehydrogenase, mitochondrial(LOC725281)
412348	GB44990	Apis mellifera	mediator of RNA polymerase II transcription subunit 19(LOC412348)
413679	GB52854	Apis mellifera	cuticular protein analogous to peritrophins 3-E(LOC413679)
725287	GB47306	Apis mellifera	sulfhydryl oxidase 1-like(LOC725287)
412349	GB47606	Apis mellifera	ER membrane protein complex subunit 4(LOC412349)
725286	GB47344	Apis mellifera	transcription factor TFIIIB component B'' homolog(LOC725286)
411018	GB44197	Apis mellifera	kinesin 11(LOC411018)
412346	GB46972	Apis mellifera	vacuolar protein sorting-associated protein 52 homolog(LOC412346)
413677	GB46490	Apis mellifera	rho guanine nucleotide exchange factor 10(LOC413677)
413678	GB46444	Apis mellifera	serine--pyruvate aminotransferase, mitochondrial(LOC413678)
725284	GB55008	Apis mellifera	uncharacterized LOC725284(LOC725284)
725289	GB43207	Apis mellifera	low-density lipoprotein receptor-related protein 2-like(LOC725289)
725288	GB45273	Apis mellifera	uncharacterized LOC725288(LOC725288)
552771	GB46737	Apis mellifera	hydroxyacid oxidase 1(LOC552771)
551432	GB52595	Apis mellifera	zinc finger and BTB domain-containing protein 20(LOC551432)
552764	GB46735	Apis mellifera	eukaryotic translation initiation factor 2A(LOC552764)
551433	GB47185	Apis mellifera	uncharacterized LOC551433(LOC551433)
552763	GB45046	Apis mellifera	cell division control protein 6 homolog(LOC552763)
551430	GB49108	Apis mellifera	PDZ domain-containing protein 8(LOC551430)
551431	GB48575	Apis mellifera	protein SHQ1 homolog(LOC551431)
552761	GB55046	Apis mellifera	probable G-protein coupled receptor B0563.6(LOC552761)
551436	GB47573	Apis mellifera	T-complex protein 1 subunit theta(LOC551436)
552768	GB51400	Apis mellifera	phenylalanine--tRNA ligase alpha subunit(LOC552768)
551437	GB42551	Apis mellifera	alpha-N-acetylglucosaminidase(LOC551437)
552767	GB41334	Apis mellifera	parkin coregulated gene protein homolog(LOC552767)
551434	GB52671	Apis mellifera	selenium-binding protein 1-like(LOC551434)
552766	GB50037	Apis mellifera	tubulin alpha chain-like(LOC552766)
551435	GB47336	Apis mellifera	protein disulfide-isomerase(LOC551435)
552765	GB49296	Apis mellifera	zinc finger CCCH domain-containing protein 13-like(LOC552765)
411023	GB40993	Apis mellifera	cadherin-23(LOC411023)
412355	GB52661	Apis mellifera	diacylglycerol kinase eta(LOC412355)
413686	GB41362	Apis mellifera	H/ACA ribonucleoprotein complex subunit 1(LOC413686)
412353	GB53967	Apis mellifera	polyubiquitin(LOC412353)
413684	GB41360	Apis mellifera	gustatory receptor for sugar taste 64f(LOC413684)
551438	GB49490	Apis mellifera	actin-related protein 1(LOC551438)
411024	GB42987	Apis mellifera	DDB1- and CUL4-associated factor 13(LOC411024)
412354	GB53970	Apis mellifera	uncharacterized LOC412354(LOC412354)
551439	GB52692	Apis mellifera	carnosine N-methyltransferase(LOC551439)
552769	GB45251	Apis mellifera	ubiA prenyltransferase domain-containing protein 1 homolog(LOC552769)
412351	GB40239	Apis mellifera	E3 ubiquitin-protein ligase TM129(LOC412351)
413683	GB48336	Apis mellifera	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1(LOC413683)
411021	GB40997	Apis mellifera	UDP-glucuronosyltransferase 2B18(LOC411021)
413680	GB55160	Apis mellifera	epsin-2(LOC413680)
412350	GB43894	Apis mellifera	histone deacetylase 3(LOC412350)
725272	GB47504	Apis mellifera	histone H3(LOC725272)
725270	GB46304	Apis mellifera	sentrin-specific protease 6-like(LOC725270)
411026	GB50459	Apis mellifera	WD repeat-containing protein 36(LOC411026)
412357	GB47627	Apis mellifera	GA-binding protein subunit beta-1(LOC412357)
413688	GB49020	Apis mellifera	DNA-directed RNA polymerase III subunit RPC5(LOC413688)
725274	GB55232	Apis mellifera	3-hydroxyacyl-CoA dehydrogenase type-2-like(LOC725274)
413689	GB53700	Apis mellifera	solute carrier family 12 member 8(LOC413689)
725273	GB49260	Apis mellifera	uncharacterized LOC725273(LOC725273)
725279	GB45817	Apis mellifera	zinc finger protein 271-like(LOC725279)
551421	GB47328	Apis mellifera	tRNA selenocysteine 1-associated protein 1-like(LOC551421)
552753	GB45045	Apis mellifera	uncharacterized LOC552753(LOC552753)
413690	GB42058	Apis mellifera	helicase SKI2W(LOC413690)
551422	GB41117	Apis mellifera	serine/threonine-protein kinase 11-interacting protein(LOC551422)
552752	GB43186	Apis mellifera	symplekin(LOC552752)
551420	GB54994	Apis mellifera	protein O-mannosyltransferase 1-like(LOC551420)
552750	GB46183	Apis mellifera	X-ray repair cross-complementing protein 5-like(LOC552750)
551425	GB55247	Apis mellifera	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit(LOC551425)
552757	GB54436	Apis mellifera	probable peroxisomal acyl-coenzyme A oxidase 1(LOC552757)
551426	GB40686	Apis mellifera	uncharacterized LOC551426(LOC551426)
552756	GB54331	Apis mellifera	cathepsin L1(LOC552756)
552755	GB52080	Apis mellifera	probable GDP-L-fucose synthase(LOC552755)
551424	GB44910	Apis mellifera	nuclear receptor-binding protein homolog(LOC551424)
412366	GB45418	Apis mellifera	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial-like(LOC412366)
413697	GB49937	Apis mellifera	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK-like(LOC413697)
551429	GB47636	Apis mellifera	TBC1 domain family member 10A(LOC551429)
412367	GB45419	Apis mellifera	39S ribosomal protein L15, mitochondrial(LOC412367)
413698	GB43263	Apis mellifera	octopamine receptor beta-1R(LOC413698)
411036	GB50377	Apis mellifera	two pore potassium channel protein sup-9(LOC411036)
551427	GB49402	Apis mellifera	erlin-1-like(LOC551427)
552759	GB43172	Apis mellifera	cyclin-dependent kinase 11A(LOC552759)
551428	GB43737	Apis mellifera	facilitated trehalose transporter Tret1-2 homolog(LOC551428)
552758	GB47905	Apis mellifera	retinol dehydrogenase 12(LOC552758)
411030	GB50392	Apis mellifera	U4/U6.U5 tri-snRNP-associated protein 2(LOC411030)
412362	GB51634	Apis mellifera	glucose 1,6-bisphosphate synthase(LOC412362)
412363	GB54266	Apis mellifera	cilia- and flagella-associated protein 20(LOC412363)
412360	GB45423	Apis mellifera	transmembrane protein 231(LOC412360)
413691	GB42037	Apis mellifera	condensin complex subunit 3(LOC413691)
412361	GB51536	Apis mellifera	PCTP-like protein(LOC412361)
413692	GB52576	Apis mellifera	protein fem-1 homolog B(LOC413692)
411038	GB43798	Apis mellifera	uncharacterized LOC411038(LOC411038)
411037	GB43809	Apis mellifera	zinc finger and BTB domain-containing protein 41(LOC411037)
413699	GB43261	Apis mellifera	ubiquitin thioesterase trabid(LOC413699)
551410	GB49413	Apis mellifera	COP9 signalosome complex subunit 5(LOC551410)
552742	GB49298	Apis mellifera	integrin alpha-PS1(LOC552742)
551411	GB54854	Apis mellifera	proteasome maturation protein(LOC551411)
552741	GB41330	Apis mellifera	26S proteasome complex subunit DSS1(LOC552741)
552740	GB46743	Apis mellifera	S-methyl-5'-thioadenosine phosphorylase-like(LOC552740)
551414	GB46977	Apis mellifera	probable 18S rRNA (guanine-N(7))-methyltransferase(LOC551414)
552746	GB43131	Apis mellifera	17-beta-hydroxysteroid dehydrogenase 13-like(LOC552746)
551415	GB44783	Apis mellifera	probable cytosolic iron-sulfur protein assembly protein Ciao1(LOC551415)
552745	GB49488	Apis mellifera	O-phosphoseryl-tRNA(Sec) selenium transferase(LOC552745)
552744	GB45254	Apis mellifera	ATP-binding cassette sub-family B member 10, mitochondrial(LOC552744)
551413	GB54677	Apis mellifera	U3 small nucleolar ribonucleoprotein protein IMP3(LOC551413)
552743	GB15798	Apis mellifera	trafficking protein particle complex subunit 2-like protein(LOC552743)
411045	GB49545	Apis mellifera	glutathione S-transferase S4(GstS4)
412377	GB43888	Apis mellifera	parafibromin(LOC412377)
551418	GB51543	Apis mellifera	60S ribosomal protein L13a(LOC551418)
411044	GB49538	Apis mellifera	inhibitor of growth protein 1(LOC411044)
412378	GB44415	Apis mellifera	3'-5' ssDNA/RNA exonuclease TatD(LOC412378)
551419	GB51587	Apis mellifera	alkaline ceramidase(LOC551419)
552749	GB53307	Apis mellifera	sodium/potassium-transporting ATPase subunit beta-1-interacting protein(LOC552749)
411047	GB49559	Apis mellifera	intraflagellar transport protein 88 homolog(LOC411047)
412375	GB55161	Apis mellifera	nudC domain-containing protein 3(LOC412375)
551416	GB51802	Apis mellifera	uncharacterized LOC551416(LOC551416)
552748	GB46742	Apis mellifera	histone acetyltransferase type B catalytic subunit(LOC552748)
411046	GB49548	Apis mellifera	uncharacterized LOC411046(LOC411046)
552747	GB55432	Apis mellifera	glucosidase 2 subunit beta(LOC552747)
411043	GB49589	Apis mellifera	mediator of RNA polymerase II transcription subunit 17(LOC411043)
412371	GB42495	Apis mellifera	CCR4-NOT transcription complex subunit 1(LOC412371)
412372	GB42418	Apis mellifera	pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial(LOC412372)
725294	GB55364	Apis mellifera	tyrosine-protein phosphatase 99A-like(LOC725294)
725291	GB43537	Apis mellifera	probable 28S ribosomal protein S16, mitochondrial(LOC725291)
725298	GB42081	Apis mellifera	uncharacterized LOC725298(LOC725298)
411048	GB49567	Apis mellifera	sestrin homolog(LOC411048)
725297	GB44014	Apis mellifera	gustatory receptor 10(Gr10)
412379	GB54389	Apis mellifera	copper-transporting ATPase 1(LOC412379)
725295	GB43443	Apis mellifera	GRIP and coiled-coil domain-containing protein 1(LOC725295)
725299	GB44491	Apis mellifera	nucleoside-triphosphatase THEP1(LOC725299)
552731	GB53034	Apis mellifera	uncharacterized LOC552731(LOC552731)
412381	GB46707	Apis mellifera	vacuolar protein-sorting-associated protein 25(LOC412381)
551400	GB49709	Apis mellifera	coiled-coil domain-containing protein 86(LOC551400)
552730	GB46215	Apis mellifera	ras-related protein Rab-24(LOC552730)
411050	GB53122	Apis mellifera	glutamate receptor ionotropic, kainate 2(LOC411050)
551403	GB49632	Apis mellifera	succinyl-CoA ligase subunit alpha, mitochondrial(LOC551403)
552735	GB54159	Apis mellifera	uncharacterized LOC552735(LOC552735)
552734	GB52643	Apis mellifera	poly(U)-specific endoribonuclease homolog(LOC552734)
551401	GB43892	Apis mellifera	cytosolic 10-formyltetrahydrofolate dehydrogenase(LOC551401)
552733	GB45255	Apis mellifera	aurora kinase B(LOC552733)
552732	GB51408	Apis mellifera	alpha-ketoglutarate-dependent dioxygenase alkB homolog 6(LOC552732)
412388	GB50867	Apis mellifera	cell differentiation protein RCD1 homolog(LOC412388)
551408	GB47045	Apis mellifera	uncharacterized LOC551408(LOC551408)
552738	GB45184	Apis mellifera	2-hydroxyacyl-CoA lyase 1-like(LOC552738)
412386	GB50701	Apis mellifera	pleckstrin homology domain-containing family M member 1(LOC412386)
551405	GB42549	Apis mellifera	4-nitrophenylphosphatase-like(LOC551405)
411057	GB45651	Apis mellifera	cytochrome P450 314A1(Cyp314a1)
551406	GB46449	Apis mellifera	cell growth-regulating nucleolar protein(LOC551406)
552736	GB46214	Apis mellifera	phosphoglycerate mutase 2(LOC552736)
411052	GB53124	Apis mellifera	sialin(LOC411052)
412384	GB54971	Apis mellifera	BTB/POZ domain-containing protein 9(LOC412384)
725290	GB48238	Apis mellifera	transcription factor CP2-like protein 1(LOC725290)
411054	GB53126	Apis mellifera	polypeptide N-acetylgalactosaminyltransferase 2(LOC411054)
412382	GB46763	Apis mellifera	excitatory amino acid transporter 3(LOC412382)
551409	GB41751	Apis mellifera	uncharacterized LOC551409(LOC551409)
411053	GB53104	Apis mellifera	cubilin(LOC411053)
412308	GB40362	Apis mellifera	flap endonuclease 1(LOC412308)
726571	GB51733	Apis mellifera	venom acid phosphatase Acph-1-like(LOC726571)
412309	GB49368	Apis mellifera	ras-related C3 botulinum toxin substrate 1-like(LOC412309)
726572	GB41168	Apis mellifera	leucine-rich repeat-containing protein 15-like(LOC726572)
412306	GB48352	Apis mellifera	TBC1 domain family member 14(LOC412306)
413637	GB42568	Apis mellifera	F-box/SPRY domain-containing protein 1(LOC413637)
413638	GB49525	Apis mellifera	RNA-binding protein fusilli(LOC413638)
412304	GB48350	Apis mellifera	dehydrogenase/reductase (SDR family) member 4(DHRS4)
412305	GB48351	Apis mellifera	succinate-semialdehyde dehydrogenase, mitochondrial(LOC412305)
413636	GB50133	Apis mellifera	exportin-7(LOC413636)
412302	GB48402	Apis mellifera	zinc finger C4H2 domain-containing protein(LOC412302)
413633	GB54325	Apis mellifera	serine/threonine-protein kinase BRSK2(LOC413633)
725241	GB54246	Apis mellifera	uncharacterized LOC725241(LOC725241)
412303	GB41346	Apis mellifera	choline-phosphate cytidylyltransferase A-like(LOC412303)
725240	GB48338	Apis mellifera	mitochondrial import inner membrane translocase subunit Tim9(LOC725240)
726570	GB55456	Apis mellifera	CWF19-like protein 2(LOC726570)
725247	GB11993	Apis mellifera	probable inactive tRNA-specific adenosine deaminase-like protein 3(LOC725247)
726579	GB43134	Apis mellifera	cleft lip and palate transmembrane protein 1-like protein(LOC726579)
725246	GB40234	Apis mellifera	uncharacterized LOC725246(LOC725246)
551480	GB42038	Apis mellifera	WD repeat-containing protein 92(LOC551480)
725245	GB44888	Apis mellifera	protein eiger-like(LOC725245)
725244	GB45175	Apis mellifera	mitochondrial Rho GTPase(LOC725244)
551483	GB49429	Apis mellifera	calcium channel flower(LOC551483)
551484	GB51505	Apis mellifera	sphingomyelin phosphodiesterase 4(LOC551484)
725248	GB50535	Apis mellifera	dedicator of cytokinesis protein 1(LOC725248)
726578	GB48988	Apis mellifera	putative inorganic phosphate cotransporter(LOC726578)
551476	GB55371	Apis mellifera	probable asparagine--tRNA ligase, mitochondrial(LOC551476)
551477	GB49779	Apis mellifera	ER membrane protein complex subunit 6(LOC551477)
551474	GB49404	Apis mellifera	tudor and KH domain-containing protein(LOC551474)
551478	GB49156	Apis mellifera	mediator of RNA polymerase II transcription subunit 15(LOC551478)
551479	GB55827	Apis mellifera	40S ribosomal protein S21(LOC551479)
413643	GB41759	Apis mellifera	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein(LOC413643)
412310	GB52525	Apis mellifera	cilia- and flagella-associated protein 20-like(LOC412310)
412319	GB53223	Apis mellifera	rhomboid-related protein 2(LOC412319)
726560	GB48987	Apis mellifera	putative inorganic phosphate cotransporter(LOC726560)
726562	GB48932	Apis mellifera	phosphoinositide 3-kinase regulatory subunit 4(LOC726562)
412318	GB55989	Apis mellifera	AN1-type zinc finger protein 2A-like(LOC412318)
413649	GB47469	Apis mellifera	rRNA-processing protein FCF1 homolog(LOC413649)
412315	GB55566	Apis mellifera	ran-specific GTPase-activating protein-like(LOC412315)
412316	GB50630	Apis mellifera	sodium/potassium/calcium exchanger 3-like(LOC412316)
412313	GB43623	Apis mellifera	probable ATP-dependent RNA helicase DDX17(LOC412313)
725230	GB20104	Apis mellifera	histone H4(LOC725230)
412314	GB55448	Apis mellifera	rho GTPase-activating protein gacU-like(LOC412314)
726568	GB46745	Apis mellifera	general transcription factor 3C polypeptide 3(LOC726568)
726569	GB45712	Apis mellifera	mitochondrial import inner membrane translocase subunit Tim21(LOC726569)
725234	GB41181	Apis mellifera	yrdC domain-containing protein, mitochondrial(LOC725234)
726564	GB44929	Apis mellifera	uncharacterized LOC726564(LOC726564)
551472	GB51544	Apis mellifera	trafficking protein particle complex subunit 10(LOC551472)
725239	GB51560	Apis mellifera	serine/arginine repetitive matrix protein 1-like(LOC725239)
726566	GB46173	Apis mellifera	WD repeat-containing protein 60(LOC726566)
551470	GB50872	Apis mellifera	general transcription factor IIF subunit 2(LOC551470)
725237	GB45882	Apis mellifera	protein scabrous(LOC725237)
726567	GB52417	Apis mellifera	spatacsin(SPG11)
551465	GB53288	Apis mellifera	homogentisate 1,2-dioxygenase(LOC551465)
552797	GB45696	Apis mellifera	ETS-related transcription factor Elf-5-like(LOC552797)
551466	GB40888	Apis mellifera	CAAX prenyl protease 1 homolog(LOC551466)
551463	GB48413	Apis mellifera	decaprenyl-diphosphate synthase subunit 2(LOC551463)
552795	GB54666	Apis mellifera	cholinephosphotransferase 1-like(LOC552795)
551464	GB53603	Apis mellifera	TRAF3-interacting protein 1(LOC551464)
552794	GB51692	Apis mellifera	mediator of RNA polymerase II transcription subunit 14(LOC552794)
551469	GB54966	Apis mellifera	tetratricopeptide repeat protein 25(LOC551469)
100577707	GB46274	Apis mellifera	arginine/serine-rich coiled-coil protein 2(LOC100577707)
551467	GB15087	Apis mellifera	syntaxin-18(LOC551467)
552799	GB43181	Apis mellifera	uncharacterized LOC552799(LOC552799)
552798	GB53439	Apis mellifera	putative sodium-coupled neutral amino acid transporter 10(LOC552798)
413653	GB44555	Apis mellifera	uncharacterized LOC413653(LOC413653)
412323	GB43905	Apis mellifera	stomatin-like protein 2, mitochondrial(LOC412323)
412320	GB54089	Apis mellifera	solute carrier family 35 member F6(LOC412320)
413652	GB41872	Apis mellifera	ATP-binding cassette sub-family F member 3(LOC413652)
100577702	GB44586	Apis mellifera	39S ribosomal protein L11, mitochondrial(LOC100577702)
413650	GB47420	Apis mellifera	nuclear RNA export factor 1-like(LOC413650)
725261	GB47951	Apis mellifera	carbonic anhydrase 6-like(LOC725261)
725260	GB54634	Apis mellifera	uncharacterized LOC725260(LOC725260)
726594	GB45050	Apis mellifera	class E basic helix-loop-helix protein 23(LOC726594)
412328	GB50918	Apis mellifera	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial(LOC412328)
726595	GB43185	Apis mellifera	exocyst complex component 2(LOC726595)
412326	GB40706	Apis mellifera	uncharacterized LOC412326(LOC412326)
413657	GB49426	Apis mellifera	presequence protease, mitochondrial(LOC413657)
725264	GB54016	Apis mellifera	uncharacterized LOC725264(LOC725264)
726590	GB48991	Apis mellifera	3-hydroxyacyl-CoA dehydrogenase type-2-like(LOC726590)
413655	GB53823	Apis mellifera	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial(LOC413655)
725263	GB48052	Apis mellifera	tumor protein p53-inducible nuclear protein 2-like(LOC725263)
726591	GB48930	Apis mellifera	coiled-coil domain containing 13-like(LOC726591)
726592	GB48391	Apis mellifera	mucin-2(LOC726592)
725269	GB49601	Apis mellifera	protein bark beetle(LOC725269)
725268	GB54702	Apis mellifera	S1 RNA-binding domain-containing protein 1(LOC725268)
725267	GB55106	Apis mellifera	uncharacterized LOC725267(LOC725267)
725266	GB55938	Apis mellifera	oligosaccharyltransferase complex subunit ostc-A(LOC725266)
726597	GB14841	Apis mellifera	zinc finger protein 729(LOC726597)
551461	GB48102	Apis mellifera	adenylate cyclase type 2(LOC551461)
552793	GB53437	Apis mellifera	F-box only protein 32(LOC552793)
726598	GB50695	Apis mellifera	putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16(LOC726598)
551462	GB40361	Apis mellifera	sister chromatid cohesion protein PDS5 homolog B(LOC551462)
552792	GB44065	Apis mellifera	nanchung(LOC552792)
726599	GB40123	Apis mellifera	angiotensin-converting enzyme-like(LOC726599)
552791	GB45058	Apis mellifera	MIP18 family protein CG7949(LOC552791)
551460	GB55715	Apis mellifera	homeobox protein cut(LOC551460)
552790	GB43485	Apis mellifera	peroxisomal biogenesis factor 3(LOC552790)
551454	GB43239	Apis mellifera	voltage-dependent calcium channel subunit alpha-2/delta-3(LOC551454)
552786	GB45670	Apis mellifera	charged multivesicular body protein 2a(LOC552786)
552785	GB50207	Apis mellifera	ligand-gated ion channel pHCl(pHCl)
551452	GB51626	Apis mellifera	DNA-directed RNA polymerase II subunit GRINL1A(LOC551452)
552784	GB54675	Apis mellifera	uncharacterized LOC552784(LOC552784)
551458	GB49110	Apis mellifera	leucine-rich repeat-containing protein 20(LOC551458)
551459	GB48886	Apis mellifera	protein YIF1B(LOC551459)
100577719	GB55357	Apis mellifera	uncharacterized LOC100577719(LOC100577719)
552788	GB43486	Apis mellifera	uncharacterized LOC552788(LOC552788)
551457	GB49157	Apis mellifera	GDP-fucose protein O-fucosyltransferase 1(LOC551457)
552787	GB45693	Apis mellifera	DNA topoisomerase 3-beta-1(LOC552787)
100577717	GB44460	Apis mellifera	uncharacterized LOC100577717(LOC100577717)
413664	GB40513	Apis mellifera	GPI transamidase component PIG-S(LOC413664)
100577714	GB52394	Apis mellifera	odorant receptor 35(Or35)
100577715	GB52374	Apis mellifera	odorant receptor 15(LOC100577715)
411003	GB44049	Apis mellifera	spermatogenesis-associated protein 5(LOC411003)
412331	GB46594	Apis mellifera	striatin-interacting protein 1(LOC412331)
100577712	GB48555	Apis mellifera	uncharacterized LOC100577712(LOC100577712)
412332	GB51246	Apis mellifera	mediator of RNA polymerase II transcription subunit 23(LOC412332)
413663	GB40515	Apis mellifera	myotubularin-related protein 4(LOC413663)
678674	GB45615	Apis mellifera	venom allergen Api m 6(LOC678674)
413660	GB40674	Apis mellifera	ATP-dependent RNA helicase DDX54(LOC413660)
412330	GB46581	Apis mellifera	ubiquitin-conjugating enzyme E2 H(LOC412330)
100577711	GB43837	Apis mellifera	protein NLRC3-like(LOC100577711)
411009	GB44041	Apis mellifera	dachshund homolog 2(LOC411009)
725250	GB50026	Apis mellifera	transmembrane protease serine 11G-like(LOC725250)
726582	GB54145	Apis mellifera	prominin-like protein(LOC726582)
726583	GB52473	Apis mellifera	DNA polymerase eta(LOC726583)
412339	GB52164	Apis mellifera	cyclin-dependent kinase 7(LOC412339)
726584	GB55773	Apis mellifera	syntaxin-1A-like(LOC726584)
726585	GB44122	Apis mellifera	dihydroceramide fatty acyl 2-hydroxylase FAH2(LOC726585)
413668	GB45106	Apis mellifera	run domain Beclin-1-interacting and cysteine-rich domain-containing protein(LOC413668)
725254	GB50435	Apis mellifera	endothelial zinc finger protein induced by tumor necrosis factor alpha(LOC725254)
413669	GB53150	Apis mellifera	protein lap4(LOC413669)
413666	GB45107	Apis mellifera	peroxisome biogenesis factor 1(LOC413666)
725252	GB47570	Apis mellifera	GATA zinc finger domain-containing protein 8(LOC725252)
726580	GB51966	Apis mellifera	nucleolar pre-ribosomal-associated protein 1(LOC726580)
411006	GB44048	Apis mellifera	endoplasmic reticulum lectin 1(LOC411006)
413667	GB45077	Apis mellifera	G2/mitotic-specific cyclin-B3(LOC413667)
725251	GB51263	Apis mellifera	101 kDa malaria antigen-like(LOC725251)
725258	GB42351	Apis mellifera	very-long-chain 3-oxoacyl-CoA reductase-like(LOC725258)
725255	GB55040	Apis mellifera	elongation of very long chain fatty acids protein 7(LOC725255)
726586	GB40365	Apis mellifera	ATP-dependent RNA helicase DDX24(LOC726586)
551450	GB50366	Apis mellifera	uncharacterized LOC551450(LOC551450)
552782	GB45692	Apis mellifera	dentin sialophosphoprotein(LOC552782)
726587	GB41753	Apis mellifera	protein AF-10(LOC726587)
551451	GB45498	Apis mellifera	integrin-alpha FG-GAP repeat-containing protein 2-like(LOC551451)
552781	GB49433	Apis mellifera	H/ACA ribonucleoprotein complex subunit 2-like protein(LOC552781)
552780	GB44660	Apis mellifera	ribonuclease P/MRP protein subunit POP5(LOC552780)
726589	GB55564	Apis mellifera	dentin matrix acidic phosphoprotein 1-like(LOC726589)
551443	GB54844	Apis mellifera	uncharacterized LOC551443(LOC551443)
552774	GB52512	Apis mellifera	60S ribosomal protein L28(LOC552774)
551441	GB47833	Apis mellifera	transmembrane protein 165(LOC551441)
552773	GB42798	Apis mellifera	protein takeout-like(LOC552773)
551442	GB52262	Apis mellifera	iron-sulfur protein NUBPL(LOC551442)
552772	GB41335	Apis mellifera	protein-lysine N-methyltransferase N6AMT2(LOC552772)
551447	GB50869	Apis mellifera	mannose-6-phosphate isomerase(LOC551447)
552779	GB52513	Apis mellifera	ubiquitin-conjugating enzyme E2 G2(LOC552779)
551448	GB42140	Apis mellifera	ribose-phosphate pyrophosphokinase 1(LOC551448)
552778	GB53302	Apis mellifera	mini-chromosome maintenance complex-binding protein(LOC552778)
551445	GB47193	Apis mellifera	heparin sulfate O-sulfotransferase(LOC551445)
100577727	GB41774	Apis mellifera	protein MANBAL(LOC100577727)
551446	GB41674	Apis mellifera	RNA-binding protein lark(LOC551446)
552776	GB54165	Apis mellifera	signal recognition particle subunit SRP68(LOC552776)
411012	GB44185	Apis mellifera	NF-kappa-B inhibitor cactus(LOC411012)
413675	GB47391	Apis mellifera	nuclear pore complex protein Nup107(LOC413675)
100577725	GB50481	Apis mellifera	uncharacterized LOC100577725(LOC100577725)
411011	GB44186	Apis mellifera	guanine nucleotide-binding protein G(s) subunit alpha(LOC411011)
412345	GB53091	Apis mellifera	exosome complex component RRP41(LOC412345)
413676	GB41855	Apis mellifera	patched domain-containing protein 3(LOC413676)
411014	GB44039	Apis mellifera	malate dehydrogenase, cytoplasmic(LOC411014)
412342	GB46916	Apis mellifera	cyclin-related protein FAM58A(LOC412342)
551449	GB43157	Apis mellifera	tyrosine-protein phosphatase non-receptor type 23(LOC551449)
411013	GB44184	Apis mellifera	phosphatidylinositide phosphatase SAC1(LOC411013)
412343	GB45877	Apis mellifera	sesquipedalian-1-like(LOC412343)
413674	GB47392	Apis mellifera	protein BCCIP homolog(LOC413674)
412341	GB46888	Apis mellifera	alpha-methylacyl-CoA racemase(LOC412341)
100577722	GB40494	Apis mellifera	spindle and kinetochore-associated protein 1-like(LOC100577722)
413670	GB47496	Apis mellifera	uncharacterized F-box/LRR-repeat protein C02F5.7(LOC413670)
412506	GB47102	Apis mellifera	general vesicular transport factor p115(LOC412506)
413837	GB45101	Apis mellifera	kinesin 3B(LOC413837)
412504	GB51701	Apis mellifera	CUE domain-containing protein 1(LOC412504)
413835	GB47741	Apis mellifera	RNA-binding protein 1-like(LOC413835)
412505	GB48692	Apis mellifera	translocation protein SEC63 homolog(LOC412505)
413833	GB47270	Apis mellifera	cytochrome P450 4C1(LOC413833)
412503	GB49942	Apis mellifera	mitochondrial dicarboxylate carrier-like(LOC412503)
413834	GB47743	Apis mellifera	atypical protein kinase C(LOC413834)
413831	GB46248	Apis mellifera	sorting nexin lst-4(LOC413831)
412508	GB54288	Apis mellifera	nucleoprotein TPR(LOC412508)
412509	GB44176	Apis mellifera	integrator complex subunit 8(INTS8)
100578829	GB40681	Apis mellifera	elongation of very long chain fatty acids protein 1-like(LOC100578829)
100578828	GB40534	Apis mellifera	uncharacterized LOC100578828(LOC100578828)
413840	GB49342	Apis mellifera	glucose-6-phosphate exchanger SLC37A2(LOC413840)
412510	GB47195	Apis mellifera	uncharacterized LOC412510(LOC412510)
100578826	GB41174	Apis mellifera	protein strawberry notch-like(LOC100578826)
100578823	GB55917	Apis mellifera	kinetochore-associated protein 1(LOC100578823)
