amel.gene,dmel.gene
413736,FBgn0025625
725193,FBgn0025626
552554,FBgn0025630
100578380,FBgn0025629
551941,FBgn0025624
410413,FBgn0040394
410370,FBgn0023540
725592,FBgn0027296
412931,FBgn0023527
551763,FBgn0023529
412439,FBgn0260753
411294,FBgn0040376
408386,FBgn0029629
410854,FBgn0040336
551182,FBgn0267350
100576266,FBgn0024993
552001,FBgn0024994
410355,FBgn0024996
411218,FBgn0024998
100578931,FBgn0024973
408569,FBgn0250874
552493,FBgn0029648
551788,FBgn0029656
727515,FBgn0029665
411937,FBgn0029667
411404,FBgn0029672
411038,FBgn0000542
409946,FBgn0285910
100578144,FBgn0029681
411555,FBgn0029685
551548,FBgn0029689
408395,FBgn0029690
411249,FBgn0029693
413101,FBgn0026080
412372,FBgn0029706
551780,FBgn0029708
552602,FBgn0029709
409781,FBgn0029710
409857,FBgn0029714
724985,FBgn0025615
100576307,FBgn0025679
412830,FBgn0029733
409527,FBgn0029736
413119,FBgn0029737
413529,FBgn0029755
100576433,FBgn0029756
100577027,FBgn0026751
100578852,FBgn0026702
410819,FBgn0259994
551260,FBgn0029783
408705,FBgn0028474
724361,FBgn0029789
412489,FBgn0027564
412888,FBgn0029791
412546,FBgn0029798
408984,FBgn0029800
552430,FBgn0029801
410452,FBgn0029807
107963986,FBgn0261610
552360,FBgn0029818
409403,FBgn0029819
724455,FBgn0029820
411126,FBgn0029822
411796,FBgn0029823
408534,FBgn0029827
100577521,FBgn0005390
408965,FBgn0029830
726880,FBgn0029831
726009,FBgn0029833
408471,FBgn0029834
102655220,FBgn0029836
552211,FBgn0029838
724554,FBgn0029839
551668,FBgn0029840
413631,FBgn0040069
725436,FBgn0023458
412644,FBgn0029853
107965508,FBgn0029857
551386,FBgn0028685
100576610,FBgn0029858
725317,FBgn0029861
102653862,FBgn0029868
410059,FBgn0261955
410263,FBgn0029870
725580,FBgn0029873
100579053,FBgn0029874
411998,FBgn0029878
412712,FBgn0029879
411586,FBgn0029881
412708,FBgn0029882
724352,FBgn0029885
551217,FBgn0062413
551660,FBgn0029888
724321,FBgn0028336
100577136,FBgn0029892
100576966,FBgn0029893
412925,FBgn0029898
726119,FBgn0086693
408615,FBgn0029905
551841,FBgn0029906
552614,FBgn0029911
410558,FBgn0029912
412245,FBgn0029913
726043,FBgn0029925
725645,FBgn0261284
551148,FBgn0029929
727444,FBgn0029930
412205,FBgn0029935
409240,FBgn0029936
100578473,FBgn0029937
724150,FBgn0029939
414038,FBgn0029942
413437,FBgn0025549
551057,FBgn0029943
410622,FBgn0029944
724546,FBgn0029950
409293,FBgn0029955
727229,FBgn0022786
100578503,FBgn0027553
413080,FBgn0029958
100577879,FBgn0029962
107965601,FBgn0029965
726218,FBgn0029969
412506,FBgn0040087
409608,FBgn0029974
725258,FBgn0029975
727331,FBgn0029976
100576947,FBgn0029977
552555,FBgn0260858
551358,FBgn0029980
725122,FBgn0027280
413146,FBgn0029992
411330,FBgn0029995
726961,FBgn0029999
724809,FBgn0030000
100578233,FBgn0030004
552768,FBgn0030007
409113,FBgn0030011
100577717,FBgn0030013
411566,FBgn0030018
724327,FBgn0030026
551502,FBgn0030027
551533,FBgn0030029
552613,FBgn0030034
410132,FBgn0030035
410961,FBgn0030037
724901,FBgn0030038
725638,FBgn0030039
412314,FBgn0023506
551396,FBgn0026679
411150,FBgn0030054
413668,FBgn0030055
100577841,FBgn0030056
107964412,FBgn0027864
724983,FBgn0030058
552039,FBgn0030060
412688,FBgn0030061
724656,FBgn0027330
725143,FBgn0030063
100577751,FBgn0026411
408847,FBgn0030066
551383,FBgn0030067
409604,FBgn0259734
412410,FBgn0030081
410395,FBgn0030082
409810,FBgn0052707
409809,FBgn0030086
409342,FBgn0030088
412935,FBgn0030091
412077,FBgn0030093
411230,FBgn0030096
724256,FBgn0030099
100578763,FBgn0030100
408592,FBgn0086367
725576,FBgn0030109
411841,FBgn0028292
100576146,FBgn0030122
410033,FBgn0026149
552358,FBgn0261260
551353,FBgn0028327
724531,FBgn0030136
409724,FBgn0030141
409725,FBgn0264691
551538,FBgn0027084
413383,FBgn0052698
552320,FBgn0263216
409759,FBgn0263132
727288,FBgn0030177
727471,FBgn0030178
411099,FBgn0030183
552682,FBgn0028342
412130,FBgn0085437
551850,FBgn0263997
725788,FBgn0028331
107965817,FBgn0030196
113218594,FBgn0030217
409273,FBgn0052676
412384,FBgn0030228
408400,FBgn0030234
551785,FBgn0030239
725983,FBgn0030246
552734,FBgn0030251
408444,FBgn0263705
411317,FBgn0021742
408474,FBgn0259101
100578705,FBgn0030266
410026,FBgn0028686
725607,FBgn0030269
102654905,FBgn0261277
411806,FBgn0030286
411730,FBgn0030289
102655440,FBgn0030292
551833,FBgn0030294
726498,FBgn0027359
409572,FBgn0262685
409766,FBgn0030305
410218,FBgn0030306
727472,FBgn0030310
552237,FBgn0030311
413390,FBgn0030321
725684,FBgn0030323
552522,FBgn0030327
408557,FBgn0030329
408508,FBgn0002577
411591,FBgn0030336
409039,FBgn0266019
102655603,FBgn0030341
412379,FBgn0030343
552055,FBgn0030344
410518,FBgn0030346
726383,FBgn0030352
409839,FBgn0030354
551458,FBgn0030357
551430,FBgn0030358
100578300,FBgn0030360
726619,FBgn0043001
408457,FBgn0030364
552198,FBgn0030365
409332,FBgn0030366
411270,FBgn0259680
413827,FBgn0030391
409956,FBgn0259143
409057,FBgn0030396
550870,FBgn0264542
552433,FBgn0030403
413393,FBgn0030406
413391,FBgn0030408
107965827,FBgn0030410
727004,FBgn0030411
102653920,FBgn0030417
551966,FBgn0020513
410379,FBgn0259171
552569,FBgn0052649
726151,FBgn0030433
552686,FBgn0030434
725358,FBgn0030435
100579040,FBgn0263005
408663,FBgn0030449
409336,FBgn0030452
726579,FBgn0030456
102654919,FBgn0030457
413255,FBgn0030460
410403,FBgn0029133
726824,FBgn0030465
552108,FBgn0030466
552121,FBgn0030467
100576620,FBgn0030468
725891,FBgn0261085
725240,FBgn0030480
724141,FBgn0026749
107965313,FBgn0030481
412889,FBgn0030482
409360,FBgn0030485
100578011,FBgn0030500
726054,FBgn0030503
727591,FBgn0030504
726551,FBgn0030506
412488,FBgn0030507
552182,FBgn0030514
552014,FBgn0030518
100576850,FBgn0020909
102655411,FBgn0030528
408481,FBgn0030529
408431,FBgn0030530
552415,FBgn0030545
410264,FBgn0030554
551738,FBgn0030555
414001,FBgn0030556
725204,FBgn0030558
102656464,FBgn0030570
724131,FBgn0030573
100578557,FBgn0030576
552835,FBgn0030584
410744,FBgn0030590
552457,FBgn0030592
552395,FBgn0030596
410748,FBgn0030598
726040,FBgn0027601
724827,FBgn0030605
727026,FBgn0030610
100579057,FBgn0030611
552557,FBgn0030612
552494,FBgn0030616
724986,FBgn0030625
411845,FBgn0030630
727008,FBgn0030631
410441,FBgn0040285
726728,FBgn0004391
725685,FBgn0026433
107964350,FBgn0030645
724424,FBgn0267977
100577707,FBgn0030648
102655798,FBgn0030653
725987,FBgn0030660
727282,FBgn0030668
411408,FBgn0030670
551588,FBgn0030671
102654576,FBgn0030673
411961,FBgn0030674
102654261,FBgn0030676
552616,FBgn0026666
551295,FBgn0027329
725817,FBgn0030683
552088,FBgn0030694
724672,FBgn0030697
550903,FBgn0027093
413006,FBgn0030699
551735,FBgn0260938
413164,FBgn0030703
113218803,FBgn0030704
726970,FBgn0030707
412187,FBgn0030710
411142,FBgn0030717
107963983,FBgn0030720
102655189,FBgn0030722
409701,FBgn0030723
409986,FBgn0030731
406119,FBgn0030737
551888,FBgn0030739
724568,FBgn0260450
411415,FBgn0010416
100578323,FBgn0030746
411573,FBgn0030752
552049,FBgn0030753
726500,FBgn0261609
408730,FBgn0030761
552827,FBgn0261791
724853,FBgn0030766
724862,FBgn0030768
100578100,FBgn0015336
726677,FBgn0261245
724201,FBgn0030780
725301,FBgn0030787
551831,FBgn0030788
551855,FBgn0030789
552042,FBgn0030792
726792,FBgn0030795
409317,FBgn0030800
552539,FBgn0030802
100578424,FBgn0030803
410730,FBgn0030805
412302,FBgn0030806
410886,FBgn0030809
413545,FBgn0030812
726786,FBgn0030816
408308,FBgn0260747
727142,FBgn0030834
100578247,FBgn0030844
412594,FBgn0026313
409411,FBgn0030850
726697,FBgn0030851
409793,FBgn0030853
725642,FBgn0030855
551355,FBgn0030858
408708,FBgn0030863
551365,FBgn0030864
408443,FBgn0024184
551144,FBgn0030870
726018,FBgn0030871
411279,FBgn0030877
411293,FBgn0030878
724600,FBgn0030883
409756,FBgn0283469
413386,FBgn0030884
725563,FBgn0030887
412436,FBgn0030889
552490,FBgn0030913
725565,FBgn0030915
102656733,FBgn0030931
410096,FBgn0030932
409454,FBgn0030944
100578127,FBgn0030945
410538,FBgn0030946
410406,FBgn0030947
408398,FBgn0004959
408724,FBgn0030956
726197,FBgn0030960
409456,FBgn0085451
411849,FBgn0030966
413567,FBgn0030968
411030,FBgn0030969
107966117,FBgn0030970
413399,FBgn0085430
412828,FBgn0030973
552492,FBgn0030976
552151,FBgn0030990
724585,FBgn0030991
100578628,FBgn0030995
413297,FBgn0030996
410754,FBgn0030997
552202,FBgn0031002
726811,FBgn0031003
413133,FBgn0031005
411163,FBgn0031020
727599,FBgn0031021
725084,FBgn0026592
100302584,FBgn0013983
726156,FBgn0011205
552030,FBgn0003396
408716,FBgn0003862
551325,FBgn0004363
726914,FBgn0005612
726676,FBgn0000251
552117,FBgn0011708
551603,FBgn0015790
100577081,FBgn0000447
411892,FBgn0262511
411387,FBgn0031034
409995,FBgn0031036
408875,FBgn0031037
551400,FBgn0031040
414027,FBgn0031043
412979,FBgn0031044
725681,FBgn0087008
725365,FBgn0031048
726721,FBgn0031049
413144,FBgn0031050
413344,FBgn0031051
726339,FBgn0031052
551865,FBgn0031053
413619,FBgn0031054
410054,FBgn0031057
100576974,FBgn0031059
413534,FBgn0031060
411299,FBgn0031061
409565,FBgn0031064
409755,FBgn0052528
724451,FBgn0031068
552495,FBgn0031069
409977,FBgn0031070
100577995,FBgn0052529
107965022,FBgn0031077
100577870,FBgn0031090
551374,FBgn0031091
100578624,FBgn0031092
100576296,FBgn0031093
412696,FBgn0031094
724382,FBgn0031097
408635,FBgn0031098
551952,FBgn0031099
726572,FBgn0031100
725734,FBgn0027334
411536,FBgn0031107
102654890,FBgn0031115
410535,FBgn0083981
552722,FBgn0031143
724580,FBgn0031146
409265,FBgn0031149
411902,FBgn0052512
550794,FBgn0020369
408417,FBgn0029067
411269,FBgn0031183
100578952,FBgn0014395
411901,FBgn0266848
552626,FBgn0031189
408701,FBgn0031194
408382,FBgn0031196
411245,FBgn0031216
410877,FBgn0031217
414012,FBgn0026787
414051,FBgn0025683
410591,FBgn0031224
413368,FBgn0259818
411505,FBgn0031227
552715,FBgn0031229
552379,FBgn0031233
726613,FBgn0031235
102656283,FBgn0031239
102656326,FBgn0031240
412929,FBgn0031245
100577135,FBgn0025686
726644,FBgn0031247
100578955,FBgn0031251
412837,FBgn0031252
726074,FBgn0031254
413899,FBgn0031255
552223,FBgn0031256
551478,FBgn0027592
413997,FBgn0031263
412233,FBgn0031265
551331,FBgn0031266
724909,FBgn0031267
552664,FBgn0086130
552596,FBgn0031282
408784,FBgn0031284
411554,FBgn0031286
726024,FBgn0031287
113218672,FBgn0031288
552197,FBgn0031298
725579,FBgn0261938
100578239,FBgn0031301
552363,FBgn0031304
410920,FBgn0031307
102655259,FBgn0283525
411231,FBgn0031309
725700,FBgn0031310
724564,FBgn0031312
552065,FBgn0031314
552306,FBgn0031315
411719,FBgn0031321
410187,FBgn0031327
725534,FBgn0031344
102654344,FBgn0031347
100578059,FBgn0261509
411637,FBgn0051935
726617,FBgn0031357
411863,FBgn0031360
550996,FBgn0031361
724822,FBgn0027597
100576709,FBgn0031374
727262,FBgn0267972
551150,FBgn0031377
412291,FBgn0031379
551922,FBgn0031381
725910,FBgn0027509
412212,FBgn0031392
724527,FBgn0031395
409244,FBgn0031397
726771,FBgn0031399
412824,FBgn0267378
552244,FBgn0031407
409439,FBgn0262126
412231,FBgn0031418
408434,FBgn0264672
726815,FBgn0031422
410752,FBgn0031424
410751,FBgn0031426
411541,FBgn0031428
727199,FBgn0031436
724128,FBgn0031437
411472,FBgn0026479
552083,FBgn0031452
726159,FBgn0031456
408814,FBgn0031458
102656183,FBgn0031459
551970,FBgn0283531
726922,FBgn0031478
100577651,FBgn0031484
552181,FBgn0031485
725125,FBgn0031488
724645,FBgn0031490
727510,FBgn0031491
413108,FBgn0031492
726336,FBgn0031493
551116,FBgn0031494
100577497,FBgn0031496
413011,FBgn0031497
725481,FBgn0031498
724346,FBgn0243513
411304,FBgn0031500
725881,FBgn0031505
413594,FBgn0014906
725670,FBgn0031518
552806,FBgn0031519
725266,FBgn0031529
725492,FBgn0031534
410387,FBgn0031536
726595,FBgn0266670
412196,FBgn0031538
410410,FBgn0031540
412935,FBgn0031544
726347,FBgn0031545
100576761,FBgn0031549
552841,FBgn0031550
410117,FBgn0031566
100578314,FBgn0031568
724962,FBgn0263846
725269,FBgn0031571
411652,FBgn0031573
726438,FBgn0031575
727027,FBgn0031590
551628,FBgn0028482
726852,FBgn0031596
550700,FBgn0031598
408755,FBgn0261976
408867,FBgn0027560
413898,FBgn0031600
412623,FBgn0022153
551974,FBgn0031601
724831,FBgn0031602
724807,FBgn0031603
411962,FBgn0027609
100576866,FBgn0031604
412620,FBgn0025684
726608,FBgn0031606
551421,FBgn0031607
100576744,FBgn0031609
410980,FBgn0031611
408597,FBgn0031628
552154,FBgn0031629
552689,FBgn0031630
413147,FBgn0031631
413002,FBgn0031632
551732,FBgn0031633
412707,FBgn0031640
550691,FBgn0031645
551871,FBgn0041150
551616,FBgn0031655
726314,FBgn0262467
411510,FBgn0031657
100578513,FBgn0031659
412473,FBgn0031660
411696,FBgn0031661
410429,FBgn0031662
726205,FBgn0031663
107963965,FBgn0031668
550992,FBgn0031670
552387,FBgn0031676
100577344,FBgn0031677
410072,FBgn0028694
413987,FBgn0031681
409017,FBgn0031682
412328,FBgn0031684
551193,FBgn0031690
494503,FBgn0031692
726325,FBgn0031696
724904,FBgn0031700
552475,FBgn0031703
411133,FBgn0261963
726569,FBgn0031708
102656890,FBgn0000318
412346,FBgn0031710
411156,FBgn0031711
412426,FBgn0031713
100578339,FBgn0051989
410655,FBgn0031725
552729,FBgn0031736
413679,FBgn0031737
410337,FBgn0031741
410456,FBgn0031745
551947,FBgn0043362
551422,FBgn0031752
102655942,FBgn0031753
552204,FBgn0031765
726427,FBgn0031766
408367,FBgn0031771
412155,FBgn0031773
726689,FBgn0031776
552772,FBgn0031777
726301,FBgn0284255
411839,FBgn0031782
411779,FBgn0031784
408846,FBgn0031799
409726,FBgn0263278
412020,FBgn0031813
551515,FBgn0031814
408590,FBgn0031816
409833,FBgn0031817
551964,FBgn0259749
409041,FBgn0031818
725571,FBgn0086357
100579061,FBgn0031820
726754,FBgn0031821
107965192,FBgn0027496
724320,FBgn0031822
410254,FBgn0031824
412612,FBgn0051637
551202,FBgn0031829
552610,FBgn0031830
552491,FBgn0263916
552477,FBgn0031835
107965041,FBgn0051634
409564,FBgn0028467
724540,FBgn0263200
726685,FBgn0031851
410428,FBgn0031854
410562,FBgn0031855
113218572,FBgn0031859
410319,FBgn0086451
410780,FBgn0031865
100578089,FBgn0042092
408840,FBgn0031868
411546,FBgn0031871
412705,FBgn0031873
100576136,FBgn0031874
726494,FBgn0031877
412825,FBgn0031879
551875,FBgn0263027
552081,FBgn0031893
552274,FBgn0031895
411351,FBgn0263133
413501,FBgn0031902
413500,FBgn0031903
100576519,FBgn0031904
412162,FBgn0031905
409633,FBgn0031906
408793,FBgn0028387
100576646,FBgn0283658
552447,FBgn0031913
411770,FBgn0031918
410777,FBgn0260486
107965571,FBgn0267689
411112,FBgn0031947
552130,FBgn0025687
411018,FBgn0031955
724398,FBgn0031957
726201,FBgn0031959
726174,FBgn0031971
411815,FBgn0031972
100577408,FBgn0031973
726817,FBgn0031976
551625,FBgn0031977
726132,FBgn0031979
411515,FBgn0031980
725895,FBgn0031981
408355,FBgn0031987
726419,FBgn0031988
409059,FBgn0261064
411272,FBgn0031992
107963991,FBgn0031995
552683,FBgn0031996
552716,FBgn0031997
725617,FBgn0031998
107964133,FBgn0031999
727234,FBgn0032001
727452,FBgn0032005
100576818,FBgn0261020
102656812,FBgn0032014
412141,FBgn0032015
409900,FBgn0032016
725993,FBgn0032018
100578580,FBgn0032020
726321,FBgn0032021
410269,FBgn0032026
411879,FBgn0032030
411922,FBgn0032031
408860,FBgn0032032
551426,FBgn0032033
727568,FBgn0263852
727079,FBgn0032042
409331,FBgn0027490
551532,FBgn0032050
411233,FBgn0032051
724943,FBgn0032052
724263,FBgn0032053
724496,FBgn0032054
410525,FBgn0032059
552442,FBgn0260861
551670,FBgn0032076
102656541,FBgn0032079
100578112,FBgn0032083
551099,FBgn0032101
724643,FBgn0032105
550687,FBgn0012036
724487,FBgn0032115
724890,FBgn0032116
100577519,FBgn0032117
726015,FBgn0032119
410325,FBgn0028479
409801,FBgn0032132
724129,FBgn0032138
551524,FBgn0032144
551104,FBgn0032149
100578653,FBgn0032154
412850,FBgn0032157
552295,FBgn0025700
552000,FBgn0032160
100578975,FBgn0032163
408409,FBgn0051712
727122,FBgn0032168
552022,FBgn0032169
550663,FBgn0043456
408726,FBgn0027600
552189,FBgn0032191
725899,FBgn0032192
726350,FBgn0032194
552375,FBgn0024320
409015,FBgn0032198
412864,FBgn0032200
412626,FBgn0259482
552422,FBgn0032204
100578853,FBgn0032205
726254,FBgn0032208
100576222,FBgn0032209
411858,FBgn0005322
100576326,FBgn0032213
725744,FBgn0032214
411572,FBgn0032216
411266,FBgn0032217
409103,FBgn0032222
724420,FBgn0032223
727460,FBgn0032225
410801,FBgn0032228
409011,FBgn0032229
409918,FBgn0027568
551265,FBgn0032230
724683,FBgn0032231
552163,FBgn0032234
411014,FBgn0262782
411896,FBgn0032242
410266,FBgn0032244
410098,FBgn0032246
724879,FBgn0032247
412363,FBgn0032248
413361,FBgn0032249
551827,FBgn0032250
551740,FBgn0032251
552249,FBgn0027611
412119,FBgn0026431
411125,FBgn0032258
552732,FBgn0032259
410376,FBgn0032261
102654952,FBgn0032264
410550,FBgn0032287
410884,FBgn0032289
409254,FBgn0032290
551505,FBgn0032292
413675,FBgn0027868
726359,FBgn0032296
552693,FBgn0027550
413404,FBgn0032298
725882,FBgn0032299
725596,FBgn0032305
412862,FBgn0262599
724519,FBgn0032321
724439,FBgn0032338
413512,FBgn0261983
412741,FBgn0027582
552072,FBgn0032346
725332,FBgn0262647
551990,FBgn0028700
410446,FBgn0032348
725967,FBgn0032350
408426,FBgn0032358
551090,FBgn0032361
100578719,FBgn0032362
550698,FBgn0032378
411257,FBgn0032381
409347,FBgn0032388
727254,FBgn0261266
410039,FBgn0032393
100577192,FBgn0032394
100576958,FBgn0032395
411006,FBgn0032398
100577441,FBgn0032399
726175,FBgn0032400
100578281,FBgn0027505
412456,FBgn0032409
102656822,FBgn0032414
727126,FBgn0032420
410244,FBgn0032421
411721,FBgn0032428
725609,FBgn0032429
552018,FBgn0032430
100576361,FBgn0032431
409649,FBgn0032433
726470,FBgn0032435
107964838,FBgn0032436
551275,FBgn0032444
727612,FBgn0032445
724653,FBgn0032446
409315,FBgn0032447
411003,FBgn0032450
552704,FBgn0032451
408516,FBgn0032453
726775,FBgn0032455
724892,FBgn0032462
102654121,FBgn0032465
412219,FBgn0032467
413754,FBgn0032475
413129,FBgn0032476
552327,FBgn0032477
726810,FBgn0032478
410825,FBgn0032479
552435,FBgn0032480
724969,FBgn0032485
724133,FBgn0032486
412345,FBgn0032487
100577520,FBgn0032488
409602,FBgn0027586
100577769,FBgn0028406
413138,FBgn0051729
100577335,FBgn0264308
410375,FBgn0032506
409355,FBgn0032509
409586,FBgn0032511
725286,FBgn0032512
552633,FBgn0032513
100577886,FBgn0032517
724142,FBgn0032518
413078,FBgn0032524
412148,FBgn0028546
552723,FBgn0028541
727456,FBgn0028540
409370,FBgn0028538
551302,FBgn0028658
412642,FBgn0028919
408320,FBgn0028920
408958,FBgn0283651
411240,FBgn0261535
413045,FBgn0264810
100578826,FBgn0028887
410092,FBgn0086711
408773,FBgn0261881
409197,FBgn0028926
410055,FBgn0283659
408908,FBgn0028879
100579026,FBgn0028878
725543,FBgn0028888
725210,FBgn0259982
100576270,FBgn0086691
552750,FBgn0041627
100578998,FBgn0028903
551339,FBgn0028897
726682,FBgn0040079
408819,FBgn0015338
551415,FBgn0014092
412526,FBgn0025678
724216,FBgn0028841
552802,FBgn0032595
409978,FBgn0032596
412289,FBgn0032597
725391,FBgn0032598
725352,FBgn0261068
412254,FBgn0032600
100578368,FBgn0086673
102655243,FBgn0032612
550998,FBgn0032618
411091,FBgn0032620
727432,FBgn0032632
551607,FBgn0032634
410726,FBgn0032635
409909,FBgn0032640
725855,FBgn0032642
552747,FBgn0032643
726834,FBgn0032644
408352,FBgn0032646
100576242,FBgn0032649
726913,FBgn0032652
412192,FBgn0032671
412960,FBgn0267486
724331,FBgn0086707
412778,FBgn0032683
413054,FBgn0032685
100577138,FBgn0085370
408905,FBgn0032688
411661,FBgn0032689
551823,FBgn0032690
411072,FBgn0032691
413068,FBgn0032692
725516,FBgn0032699
410965,FBgn0032700
725948,FBgn0032701
724192,FBgn0032702
410964,FBgn0032703
410130,FBgn0032704
102655392,FBgn0032707
408788,FBgn0032713
726694,FBgn0032719
410839,FBgn0032724
726552,FBgn0032725
550789,FBgn0032726
411638,FBgn0032728
410999,FBgn0032729
552261,FBgn0032731
726894,FBgn0032732
409303,FBgn0086442
725675,FBgn0032744
552501,FBgn0032746
725864,FBgn0032748
410926,FBgn0032749
102656398,FBgn0032753
726598,FBgn0086444
727205,FBgn0086445
551088,FBgn0086443
408585,FBgn0086446
725633,FBgn0086447
551122,FBgn0032769
410530,FBgn0032779
409653,FBgn0032781
410969,FBgn0032782
724861,FBgn0000964
413491,FBgn0032790
727009,FBgn0032793
410467,FBgn0032797
409115,FBgn0032799
100578015,FBgn0032800
725018,FBgn0032811
411193,FBgn0032816
413533,FBgn0032818
409969,FBgn0032819
727153,FBgn0032820
552265,FBgn0032821
107964436,FBgn0032822
408725,FBgn0263873
725829,FBgn0264443
724567,FBgn0003978
551419,FBgn0045064
724463,FBgn0032845
107963973,FBgn0032846
102653702,FBgn0032847
413030,FBgn0032850
551784,FBgn0032859
102655470,FBgn0032860
413499,FBgn0032863
551273,FBgn0032864
724630,FBgn0032871
408401,FBgn0261787
552455,FBgn0032880
412341,FBgn0032881
412985,FBgn0032882
411492,FBgn0032883
551411,FBgn0032884
409514,FBgn0032886
552021,FBgn0032891
551250,FBgn0266369
725418,FBgn0032906
551204,FBgn0032907
100576773,FBgn0032910
102653935,FBgn0032913
550808,FBgn0284251
727596,FBgn0032916
412190,FBgn0032919
408336,FBgn0032924
413591,FBgn0032925
725632,FBgn0032929
412510,FBgn0032934
725662,FBgn0026577
413714,FBgn0021856
408759,FBgn0032938
551401,FBgn0032945
409495,FBgn0032949
411525,FBgn0032955
408363,FBgn0023416
726993,FBgn0086779
409573,FBgn0032979
551442,FBgn0032986
726056,FBgn0032987
412616,FBgn0033017
409217,FBgn0050440
411412,FBgn0033028
727415,FBgn0027507
411794,FBgn0033029
409441,FBgn0033031
727266,FBgn0033032
412393,FBgn0259979
726110,FBgn0022288
412784,FBgn0033038
100577501,FBgn0266580
412791,FBgn0263109
724658,FBgn0284246
551083,FBgn0033060
724300,FBgn0033061
413676,FBgn0262867
724311,FBgn0042085
410093,FBgn0033081
724280,FBgn0033085
725060,FBgn0033086
412085,FBgn0033088
726409,FBgn0033089
552066,FBgn0033093
410949,FBgn0259483
410067,FBgn0033095
551885,FBgn0028579
102656425,FBgn0033100
724489,FBgn0022224
551485,FBgn0265003
410118,FBgn0033087
551526,FBgn0033122
410938,FBgn0027558
411881,FBgn0033155
408405,FBgn0003174
409163,FBgn0033158
551824,FBgn0033160
724808,FBgn0283450
410990,FBgn0033169
411642,FBgn0040513
726585,FBgn0050502
724167,FBgn0033174
102654384,FBgn0033178
409547,FBgn0033179
411822,FBgn0010548
409075,FBgn0033183
725149,FBgn0033187
413486,FBgn0264294
409264,FBgn0033191
107965225,FBgn0050499
726908,FBgn0033194
100577466,FBgn0033195
725212,FBgn0033199
412442,FBgn0050491
725207,FBgn0033206
552471,FBgn0033208
552050,FBgn0033209
412064,FBgn0033210
409905,FBgn0033215
411557,FBgn0050497
411090,FBgn0033225
552611,FBgn0033226
107966053,FBgn0050377
552067,FBgn0033232
552175,FBgn0033235
100578614,FBgn0033243
408591,FBgn0033244
552286,FBgn0033246
409310,FBgn0033259
409279,FBgn0033260
410864,FBgn0033264
551980,FBgn0033272
100576669,FBgn0033273
408435,FBgn0261588
410465,FBgn0033289
411843,FBgn0028836
112939925,FBgn0033302
100576722,FBgn0259226
410702,FBgn0033309
412381,FBgn0022027
102655877,FBgn0033315
412950,FBgn0033316
409311,FBgn0033317
412484,FBgn0043575
725886,FBgn0033337
409968,FBgn0033339
550814,FBgn0033341
551436,FBgn0284436
724705,FBgn0033344
409353,FBgn0050349
100576432,FBgn0033348
550748,FBgn0033349
409005,FBgn0033350
724505,FBgn0033352
726651,FBgn0033354
724804,FBgn0027607
727327,FBgn0033357
726472,FBgn0033358
409826,FBgn0033359
410526,FBgn0033365
406155,FBgn0033367
727639,FBgn0033368
100577711,FBgn0033369
413889,FBgn0033375
412454,FBgn0033376
412362,FBgn0033377
411778,FBgn0033378
552280,FBgn0033379
409229,FBgn0033380
409662,FBgn0260972
411857,FBgn0086656
100576794,FBgn0050342
100576677,FBgn0033389
552725,FBgn0033392
726957,FBgn0033400
724819,FBgn0026326
411282,FBgn0028408
413194,FBgn0033402
725762,FBgn0033408
410799,FBgn0028473
408511,FBgn0033413
410189,FBgn0033426
726501,FBgn0033428
113218833,FBgn0033429
726076,FBgn0033447
725036,FBgn0033450
724919,FBgn0033451
550961,FBgn0266186
100578892,FBgn0033453
724596,FBgn0033454
550780,FBgn0033457
411410,FBgn0033460
552620,FBgn0033463
552343,FBgn0033465
408568,FBgn0283510
409796,FBgn0027619
551536,FBgn0033471
551815,FBgn0033473
551376,FBgn0033475
552342,FBgn0033476
410890,FBgn0263260
726310,FBgn0033479
725048,FBgn0033482
410200,FBgn0033485
552488,FBgn0033486
551406,FBgn0033507
113218840,FBgn0033523
551918,FBgn0033526
413794,FBgn0033528
726147,FBgn0033529
411891,FBgn0033539
412937,FBgn0033540
552692,FBgn0033543
412613,FBgn0024956
100577401,FBgn0027499
100578811,FBgn0033547
724638,FBgn0033548
552851,FBgn0033549
724896,FBgn0033550
550664,FBgn0033551
410547,FBgn0033556
551087,FBgn0033557
551046,FBgn0033558
409659,FBgn0027525
724959,FBgn0263510
409994,FBgn0033566
551042,FBgn0033570
413110,FBgn0033571
551897,FBgn0033578
413527,FBgn0033579
409636,FBgn0033582
726650,FBgn0033584
408598,FBgn0050021
552743,FBgn0033605
552534,FBgn0033608
551347,FBgn0033610
725426,FBgn0259238
411336,FBgn0003382
102655592,FBgn0033623
408918,FBgn0033624
552227,FBgn0021795
551510,FBgn0082585
410915,FBgn0033635
102654465,FBgn0086712
410423,FBgn0033638
551643,FBgn0033644
100576738,FBgn0033645
724994,FBgn0062449
113218929,FBgn0033653
113219314,FBgn0033654
724553,FBgn0033656
409131,FBgn0033657
410567,FBgn0033665
551519,FBgn0033668
551462,FBgn0260012
725070,FBgn0024732
409087,FBgn0033679
100577600,FBgn0086677
726373,FBgn0027495
726020,FBgn0033685
408762,FBgn0033686
724529,FBgn0033687
551620,FBgn0033688
551715,FBgn0033690
724795,FBgn0033692
107965577,FBgn0033693
408383,FBgn0033696
725156,FBgn0033698
